DOEID,REGIONC,DIVISION,METROMICRO,UATYP10,TYPEHUQ,KWH,KWHSPH,KWHCOL,KWHWTH,KWHRFG,KWHRFG1,KWHRFG2,KWHFRZ,KWHCOK,KWHMICRO,KWHCW,KWHCDR,KWHDWH,KWHLGT,KWHTVREL,KWHTV1,KWHTV2,KWHAHUHEAT,KWHAHUCOL,KWHEVAPCOL,KWHCFAN,KWHDHUM,KWHHUM,KWHPLPMP,KWHHTBPMP,KWHHTBHEAT,KWHNEC,BTUEL,BTUELSPH,BTUELCOL,BTUELWTH,BTUELRFG,BTUELRFG1,BTUELRFG2,BTUELFRZ,BTUELCOK,BTUELMICRO,BTUELCW,BTUELCDR,BTUELDWH,BTUELLGT,BTUELTVREL,BTUELTV1,BTUELTV2,BTUELAHUHEAT,BTUELAHUCOL,BTUELEVAPCOL,BTUELCFAN,BTUELDHUM,BTUELHUM,BTUELPLPMP,BTUELHTBPMP,BTUELHTBHEAT,BTUELNEC,DOLLAREL,DOLELSPH,DOLELCOL,DOLELWTH,DOLELRFG,DOLELRFG1,DOLELRFG2,DOLELFRZ,DOLELCOK,DOLELMICRO,DOLELCW,DOLELCDR,DOLELDWH,DOLELLGT,DOLELTVREL,DOLELTV1,DOLELTV2,DOLELAHUHEAT,DOLELAHUCOL,DOLELEVAPCOL,DOLELCFAN,DOLELDHUM,DOLELHUM,DOLELPLPMP,DOLELHTBPMP,DOLELHTBHEAT,DOLELNEC
11848,3,6,METRO,U,3,10218.294,3016.891,1180.439,2431.848,866.863,866.863,0,0,179.886,0,46.857,480.425,65.821,996.012,173.07,52.547,0,59.014,59.718,0,0,0,0,0,0,0,661.45,34864.82,10293.63,4027.657,8297.466,2957.735,2957.735,0,0,613.773,0,159.877,1639.211,224.581,3398.394,590.516,179.29,0,201.356,203.756,0,0,0,0,0,0,0,2256.866,1174,346.62,135.62,279.4,99.6,99.6,0,0,20.67,0,5.38,55.2,7.56,114.43,19.88,6.04,0,6.78,6.86,0,0,0,0,0,0,0,76
11849,4,9,METRO,U,2,8307.344,2661.802,0,0,1443.138,1041.592,401.546,261.444,175.804,97.919,15.628,164.825,93.671,838.2,271.928,69.542,36.183,22.728,0,1019.756,0,0,0,0,0,0,1240.501,28344.657,9082.068,0,0,4923.985,3553.91,1370.075,892.048,599.845,334.1,53.323,562.381,319.607,2859.939,927.817,237.277,123.456,77.547,0,3479.407,0,0,0,0,0,0,4232.59,1131.82,362.65,0,0,196.62,141.91,54.71,35.62,23.95,13.34,2.13,22.46,12.76,114.2,37.05,9.47,4.93,3.1,0,138.94,0,0,0,0,0,0,169.01
11850,2,4,METRO,U,2,17755,3275.032,2128.864,0,726.632,726.632,0,0,237.455,400.427,81.32,827.754,154.833,5172.348,2510.591,298.966,36.552,310.132,105.845,0,689.816,0,365.813,0,223.947,0,544.188,60580,11174.409,7263.684,0,2479.268,2479.268,0,0,810.196,1366.257,277.464,2824.297,528.29,17648.051,8566.136,1020.072,124.715,1058.17,361.143,0,2353.652,0,1248.154,0,764.107,0,1856.769,2134,393.63,255.87,0,87.33,87.33,0,0,28.54,48.13,9.77,99.49,18.61,621.67,301.75,35.93,4.39,37.28,12.72,0,82.91,0,43.97,0,26.92,0,65.41
11851,3,5,METRO,U,2,26543.872,1965.938,8292.13,3108.509,1599.087,940.702,329.111,292.242,276.946,69.892,98.234,998.569,212.97,1732.898,1368.845,314.829,190.941,42.018,480.383,0,839.192,0,0,3991.864,470.161,0,703.995,90567.692,6707.779,28292.746,10606.233,5456.086,3209.675,1122.925,997.13,944.939,238.47,335.175,3407.116,726.654,5912.646,4670.5,1074.197,651.491,143.366,1639.066,0,2863.322,0,0,13620.242,1604.191,0,2402.03,2954.32,218.81,922.91,345.98,177.98,104.7,36.63,32.53,30.82,7.78,10.93,111.14,23.7,192.87,152.35,35.04,21.25,4.68,53.47,0,93.4,0,0,444.29,52.33,0,78.35
11852,4,10,METRO,U,4,3233.242,1152.498,362.856,0,548.393,548.393,0,0,12.528,48.723,0,0,0,31.754,246.026,68.872,36.277,19.759,16.47,0,0,0,0,0,0,0,794.236,11031.823,3932.324,1238.063,0,1871.116,1871.116,0,0,42.746,166.243,0,0,0,108.346,839.439,234.991,123.777,67.417,56.196,0,0,0,0,0,0,0,2709.933,571.92,203.86,64.18,0,97,97,0,0,2.22,8.62,0,0,0,5.62,43.52,12.12,6.38,3.5,2.91,0,0,0,0,0,0,0,140.49
11853,2,4,METRO,U,2,9243.962,3251.615,432.324,0,963.213,754.245,208.968,676.667,235.206,79.36,25.623,492.155,95.329,948.983,938.689,105.988,234.725,347.12,23.135,0,177.716,0,0,0,0,0,556.826,31540.398,11094.512,1475.09,0,3286.482,2573.485,712.997,2308.788,802.523,270.778,87.425,1679.231,325.262,3237.929,3202.806,361.631,800.882,1184.375,78.938,0,606.368,0,0,0,0,0,1899.891,1273.34,447.9,59.55,0,132.68,103.9,28.78,93.21,32.4,10.93,3.53,67.79,13.13,130.72,129.3,14.57,32.27,47.82,3.19,0,24.48,0,0,0,0,0,76.7
11854,3,7,METRO,U,2,19448.023,0,2981.584,0,771.536,771.536,0,0,0,210.619,36.733,924.222,198.709,4595.848,1720.039,164.553,86.812,807.862,261.992,0,1118.865,0,0,0,0,0,5820.015,66356.656,0,10173.163,0,2632.48,2632.48,0,0,0,718.634,125.333,3153.446,677.995,15681.034,5868.772,561.455,296.203,2756.425,893.916,0,3817.567,0,0,0,0,0,19857.892,1965.74,0,301.37,0,77.98,77.98,0,0,0,21.29,3.71,93.42,20.08,464.53,173.86,16.62,8.77,81.66,26.48,0,113.09,0,0,0,0,0,588.27
11855,1,2,METRO,U,2,8169.707,0,2082.172,0,1403.644,484.899,918.745,0,194.161,138.006,23.867,484.734,123.05,954.451,724.822,233.55,36.298,48.512,118.921,0,40.418,0,0,0,0,0,1832.949,27875.041,0,7104.371,0,4789.235,1654.476,3134.759,0,662.477,470.877,81.435,1653.913,419.845,3256.585,2473.091,796.873,123.849,165.524,405.759,0,137.905,0,0,0,0,0,6254.024,1237.37,0,315.36,0,212.59,73.44,139.15,0,29.41,20.9,3.61,73.42,18.64,144.56,109.78,35.37,5.5,7.35,18.01,0,6.12,0,0,0,0,0,277.61
11856,4,9,METRO,R,2,2838,0,486.423,0,307.915,307.915,0,304.29,0,72.34,0,0,0,834.07,521.108,37.181,0,0,0,0,0,0,0,0,0,0,311.853,9683,0,1659.675,0,1050.606,1050.606,0,1038.237,0,246.824,0,0,0,2845.847,1778.02,126.862,0,0,0,0,0,0,0,0,0,0,1064.042,394,0,67.53,0,42.75,42.75,0,42.24,0,10.04,0,0,0,115.79,72.35,5.16,0,0,0,0,0,0,0,0,0,0,43.29
11857,3,7,METRO,U,2,26484.169,0,10046.667,0,1930.46,1082.972,847.488,0,243.493,101.287,64.279,1035.176,97.949,91.368,528.117,85.259,0,160.412,547.613,0,886.467,0,0,2379.926,0,0,8370.955,90363.984,0,34279.228,0,6586.73,3695.101,2891.629,0,830.797,345.593,219.319,3532.02,334.203,311.748,1801.937,290.904,0,547.324,1868.456,0,3024.626,0,0,8120.307,0,0,28561.697,2347.43,0,890.49,0,171.11,95.99,75.12,0,21.58,8.98,5.7,91.75,8.68,8.1,46.81,7.56,0,14.22,48.54,0,78.57,0,0,210.94,0,0,741.96
11858,3,7,NONE,C,4,7963.966,0,2902.23,1290.941,261.262,261.262,0,0,125.019,233.666,0,0,0,708.477,241.686,175.863,66.097,0,146.051,1631.592,0,0,0,0,0,0,423.042,27173.053,0,9902.408,4404.691,891.426,891.426,0,0,426.566,797.269,0,0,0,2417.324,824.633,600.045,225.523,0,498.328,5566.992,0,0,0,0,0,0,1443.418,821.98,0,299.54,133.24,26.97,26.97,0,0,12.9,24.12,0,0,0,73.12,24.94,18.11,6.81,0,15.07,168.4,0,0,0,0,0,0,43.66
11859,1,2,MICRO,C,2,10674.193,0,281.765,5360.006,726.417,726.417,0,405.62,0,69.784,93.562,0,0,114.799,502.202,301.609,141.738,978.658,0,0,17.639,0,0,1068.794,0,0,1054.947,36420.348,0,961.384,18288.34,2478.534,2478.534,0,1383.976,0,238.104,319.234,0,0,391.695,1713.512,1029.09,483.61,3339.181,0,0,60.185,0,0,3646.725,0,0,3599.478,1492.96,0,39.41,749.68,101.6,101.6,0,56.73,0,9.76,13.09,0,0,16.06,70.24,42.11,19.79,136.88,0,0,2.47,0,0,149.49,0,0,147.55
11860,4,9,METRO,U,2,8479.116,0,0,0,982.497,982.497,0,304.985,216.396,210.17,42.593,544.643,194.841,736.281,451.301,194.606,0,696.11,0,1668.764,788.785,0,620.956,0,0,0,1020.791,28930.742,0,0,0,3352.281,3352.281,0,1040.61,738.344,717.099,145.329,1858.324,664.798,2512.191,1539.841,663.996,0,2375.128,0,5693.823,2691.334,0,2118.701,0,0,0,3482.94,1180.08,0,0,0,136.74,136.74,0,42.45,30.12,29.25,5.93,75.8,27.12,102.47,62.81,27.03,0,96.88,0,232.25,109.78,0,86.42,0,0,0,142.07
11861,3,5,METRO,U,2,17821.444,1608.512,8713.7,1470.99,472.251,472.251,0,0,191.067,256.029,33.463,0,0,1605,1184.609,169.591,219.734,0,0,0,830.246,0,0,0,0,0,1455.576,60806.766,5488.245,29731.146,5019.018,1611.319,1611.319,0,0,651.919,873.572,114.175,0,0,5476.259,4041.887,578.644,749.732,0,0,0,2832.801,0,0,0,0,0,4966.426,2262,204.16,1105.99,186.71,59.94,59.94,0,0,24.25,32.5,4.25,0,0,203.72,150.36,21.53,27.89,0,0,0,105.38,0,0,0,0,0,184.75
11862,3,5,METRO,U,1,16656.521,4215.773,2420.318,3255.502,1058.864,1058.864,0,264.769,798.771,164.274,96.243,816.831,0,599.29,1683.771,178.235,182.214,69.56,103.739,0,436.687,0,0,0,0,0,672.128,56832.049,14384.219,8258.124,11107.774,3612.845,3612.845,0,903.393,2725.405,560.502,328.38,2787.027,0,2044.777,5745.028,608.138,621.714,237.34,353.956,0,1489.976,0,0,0,0,0,2293.302,2270.89,574.76,329.98,443.84,144.36,144.36,0,36.1,108.9,22.4,13.12,111.36,0,81.71,229.56,24.27,24.82,9.48,14.14,0,59.54,0,0,0,0,0,91.64
11863,1,2,METRO,U,5,4888,1076.745,164.672,2009.939,216.432,216.432,0,0,278.778,133.795,0,0,0,140.859,350.832,232.859,0,0,0,0,0,0,0,0,0,0,515.948,16679,3673.854,561.861,6857.912,738.466,738.466,0,0,951.191,456.509,0,0,0,480.611,1197.039,794.515,0,0,0,0,0,0,0,0,0,0,1760.415,604,133.05,20.35,248.36,26.74,26.74,0,0,34.45,16.53,0,0,0,17.41,43.35,28.77,0,0,0,0,0,0,0,0,0,0,63.75
11864,1,1,METRO,U,2,6837.633,2009.749,282.2,1058.572,800.121,800.121,0,0,0,67.063,97.251,569.777,0,606.637,267.525,267.173,0,53.511,0,0,27.581,0,0,334.35,0,0,663.295,23330.005,6857.264,962.865,3611.847,2730.014,2730.014,0,0,0,228.82,331.821,1944.08,0,2069.844,912.796,911.594,0,182.581,0,0,94.107,0,0,1140.803,0,0,2263.164,1270.77,373.51,52.45,196.74,148.7,148.7,0,0,0,12.46,18.07,105.89,0,112.74,49.72,49.65,0,9.95,0,0,5.13,0,0,62.14,0,0,123.27
11865,2,4,METRO,U,2,3877.538,0,792.945,0,858.658,575.67,282.988,0,0,117.593,25.203,0,0,499.515,338.023,222.427,0,417.677,49.351,0,216.096,0,0,0,0,0,562.478,13230.159,0,2705.529,0,2929.741,1964.185,965.555,0,0,401.228,85.991,0,0,1704.345,1153.334,758.921,0,1425.113,168.384,0,737.319,0,0,0,0,0,1919.175,668.66,0,136.74,0,148.07,99.27,48.8,0,0,20.28,4.35,0,0,86.14,58.29,38.36,0,72.03,8.51,0,37.26,0,0,0,0,0,97
11866,2,4,METRO,U,2,11654.455,0,1553.878,2597.74,878.385,418.684,459.701,0,307.677,196.082,49.586,633.321,61.804,1038.193,1230.007,188.912,14.502,245.426,82.507,0,577.608,0,581.031,0,0,0,1621.209,39765.001,0,5301.831,8863.489,2997.051,1428.55,1568.501,0,1049.794,669.033,169.186,2160.891,210.876,3542.314,4196.785,644.568,49.481,837.394,281.514,0,1970.799,0,1982.479,0,0,0,5531.564,1400.79,0,186.77,312.23,105.58,50.32,55.25,0,36.98,23.57,5.96,76.12,7.43,124.78,147.84,22.67,1.74,29.5,9.92,0,69.42,0,69.84,0,0,0,194.86
11867,2,3,METRO,U,5,11138.815,5136.719,368.576,2193.552,0,0,0,0,86.599,68.721,45.796,515.257,38.418,1420.766,662.951,227.182,14.67,77.715,15.584,0,0,0,0,0,0,0,508.16,38005.637,17526.484,1257.582,7484.4,0,0,0,0,295.476,234.478,156.256,1758.055,131.082,4847.653,2261.99,775.145,50.054,265.164,53.174,0,0,0,0,0,0,0,1733.843,1255.21,578.85,41.53,247.19,0,0,0,0,9.76,7.74,5.16,58.06,4.33,160.1,74.71,25.56,1.65,8.76,1.76,0,0,0,0,0,0,0,57.26
11868,3,5,METRO,U,5,3285.652,183.95,805.807,790.416,510.421,510.421,0,0,0,28.611,30.09,310.746,0,70.487,137.668,14.909,0,3.102,42.634,0,122.6,0,0,0,0,0,249.12,11210.644,627.638,2749.414,2696.9,1741.557,1741.557,0,0,0,97.62,102.666,1060.265,0,240.502,469.723,50.87,0,10.582,145.468,0,418.312,0,0,0,0,0,849.997,491.12,27.5,120.45,118.15,76.29,76.29,0,0,0,4.28,4.5,46.45,0,10.54,20.58,2.22,0,0.46,6.37,0,18.33,0,0,0,0,0,37.24
11869,3,7,METRO,C,2,20850.985,3455.228,6132.808,1547.548,1901.897,762.588,1139.308,0,168.685,81.595,27.348,351.539,0,5628.206,319.807,109.679,14.631,65.041,366.247,0,331.228,0,0,0,0,0,473.809,71143.56,11789.238,20925.142,5280.233,6489.271,2601.951,3887.32,0,575.553,278.401,93.312,1199.451,0,19203.437,1091.181,374.225,49.921,221.919,1249.634,0,1130.149,0,0,0,0,0,1616.637,2494.44,413.36,733.68,185.14,227.53,91.23,136.3,0,20.18,9.76,3.27,42.06,0,673.31,38.26,13.11,1.75,7.78,43.81,0,39.63,0,0,0,0,0,56.68
11870,1,1,METRO,U,2,8060.82,0,0,2968.931,627.502,293.948,333.554,0,343.432,68.414,0,0,0,1403.232,414.803,189.082,77.984,46.643,0,0,0,1386.386,0,0,0,0,801.478,27503.518,0,0,10129.992,2141.036,1002.952,1138.085,0,1171.79,233.428,0,0,0,4787.828,1415.306,645.148,266.081,159.146,0,0,0,4730.348,0,0,0,0,2734.642,1472.6,0,0,542.38,114.64,53.7,60.94,0,62.74,12.5,0,0,0,256.35,75.78,34.46,14.21,8.52,0,0,0,253.27,0,0,0,0,146.42
11871,4,8,METRO,U,5,3940.462,0,363.227,0,430.133,430.133,0,0,115.068,94.237,59.462,607.401,91.656,553.17,347.206,64.477,14.348,47.866,16.558,0,0,0,43.617,0,0,0,1170.861,13444.858,0,1239.329,0,1467.615,1467.615,0,0,392.611,321.537,202.884,2072.453,312.731,1887.417,1184.667,219.996,48.955,163.32,56.495,0,0,0,148.82,0,0,0,3994.978,470.61,0,43.38,0,51.37,51.37,0,0,13.74,11.25,7.1,72.54,10.95,66.06,41.47,7.7,1.71,5.72,1.98,0,0,0,5.21,0,0,0,139.83
11872,4,10,METRO,U,2,11131.939,0,966.858,0,684.554,667.65,16.904,549.803,0,449.725,46.475,0,107.534,3646.921,2511.039,314.924,49.394,388.458,59.788,0,67.169,0,0,0,0,0,1653.616,37982.177,0,3298.919,0,2335.697,2278.022,57.675,1875.927,0,1534.461,158.571,0,366.906,12443.295,8567.664,1074.521,168.532,1325.419,203.998,0,229.182,0,0,0,0,0,5642.139,2887.95,0,250.83,0,177.59,173.21,4.39,142.63,0,116.67,12.06,0,27.9,946.12,651.44,81.7,12.81,100.78,15.51,0,17.43,0,0,0,0,0,429
11873,4,10,METRO,U,2,4092.754,83.379,1113.489,0,691.165,691.165,0,0,0,9.836,25.182,0,0,633.541,577.259,224.975,15.614,0,53.805,0,15.903,0,0,0,0,0,889.196,13964.477,284.49,3799.224,0,2358.255,2358.255,0,0,0,33.562,85.919,0,0,2161.641,1969.607,767.615,53.275,0,183.581,0,54.261,0,0,0,0,0,3033.936,560.48,11.42,152.49,0,94.65,94.65,0,0,0,1.35,3.45,0,0,86.76,79.05,30.67,2.13,0,7.37,0,2.18,0,0,0,0,0,121.77
11874,4,10,METRO,R,2,19223,0,5410.658,566.286,845.335,659.886,185.449,260.562,2118.848,256.97,108.327,0,65.699,1956.275,730.825,502.703,0,187.72,285.905,2141.136,67.649,0,0,0,509.985,1836.64,1874.179,65588,0,18461.165,1932.168,2884.283,2251.531,632.752,889.038,7229.509,876.782,369.612,0,224.165,6674.81,2493.575,1715.223,0,640.501,975.508,7305.556,230.818,0,0,0,1740.069,6266.616,6394.699,3225,0,907.73,95,141.82,110.71,31.11,43.71,355.47,43.11,18.17,0,11.02,328.2,122.61,84.34,0,31.49,47.97,359.21,11.35,0,0,0,85.56,308.13,314.43
11875,3,5,MICRO,R,2,12663.69,5029.676,1327.034,2739,646.008,646.008,0,0,173.878,29.806,73.715,825.768,0,229.909,100.008,41.875,0,82.611,58.43,0,550.2,0,0,0,0,0,797.646,43208.511,17161.253,4527.839,9345.469,2204.181,2204.181,0,0,593.273,101.697,251.514,2817.522,0,784.451,341.227,142.878,0,281.869,199.365,0,1877.281,0,0,0,0,0,2721.57,1480.73,588.11,155.17,320.26,75.54,75.54,0,0,20.33,3.49,8.62,96.55,0,26.88,11.69,4.89,0,9.66,6.83,0,64.33,0,0,0,0,0,93.27
11876,3,5,METRO,R,2,12355.363,243.11,3111.887,1749.926,1046.935,1046.935,0,838.82,242.155,195.826,61.885,632.185,92.687,544.731,589.311,311.611,14.929,4.419,179.346,0,473.652,1259.659,0,0,0,0,1088.83,42156.5,829.491,10617.76,5970.748,3572.143,3572.143,0,2862.052,826.232,668.157,211.15,2157.015,316.248,1858.622,2010.73,1063.217,50.938,15.077,611.927,0,1616.101,4297.957,0,0,0,0,3715.089,1482.61,29.17,373.42,209.99,125.63,125.63,0,100.66,29.06,23.5,7.43,75.86,11.12,65.37,70.72,37.34,1.79,0.53,21.52,0,56.84,151.16,0,0,0,0,130.66
11877,3,5,MICRO,R,2,3864,0,0,0,225.788,225.788,0,0,0,75.873,31.327,403.371,0,1025.837,587.824,191.374,0,0,0,0,119.911,0,0,0,0,0,1394.072,13183,0,0,0,770.389,770.389,0,0,0,258.879,106.888,1376.302,0,3500.156,2005.655,652.968,0,0,0,0,409.136,0,0,0,0,0,4756.574,441,0,0,0,25.77,25.77,0,0,0,8.66,3.58,46.04,0,117.08,67.09,21.84,0,0,0,0,13.69,0,0,0,0,0,159.11
11878,2,3,MICRO,C,2,3821.222,0,285.822,0,428.179,428.179,0,0,44.945,72.681,36.199,729.478,0,416.632,961.692,424.677,326.738,94.597,14.191,0,13.261,0,0,0,0,0,723.545,13038.01,0,975.225,0,1460.947,1460.947,0,0,153.352,247.988,123.512,2488.978,0,1421.548,3281.294,1448.998,1114.83,322.764,48.421,0,45.247,0,0,0,0,0,2468.734,444.48,0,33.25,0,49.81,49.81,0,0,5.23,8.45,4.21,84.85,0,48.46,111.86,49.4,38.01,11,1.65,0,1.54,0,0,0,0,0,84.16
11879,1,2,METRO,C,2,11946.059,0,1591.386,0,1162.373,800.422,361.951,0,280.362,320.112,105.34,0,101.395,3509.061,434.417,194.494,53.631,2691.329,101.503,0,233.751,0,0,0,0,0,1415.029,40759.953,0,5429.809,0,3966.016,2731.04,1234.976,0,956.596,1092.223,359.421,0,345.961,11972.915,1482.232,663.614,182.989,9182.813,346.33,0,797.559,0,0,0,0,0,4828.079,1480.49,0,197.22,0,144.05,99.2,44.86,0,34.75,39.67,13.05,0,12.57,434.88,53.84,24.1,6.65,333.54,12.58,0,28.97,0,0,0,0,0,175.37
11880,4,10,METRO,U,2,13028.278,1078.055,1685.728,0,1105.216,936.789,168.427,790.235,285.952,148.924,160.691,1629.877,182.099,187.634,1575.896,84.574,84.575,113.7,85.119,0,300.101,0,0,1795.471,0,0,1903.578,44452.485,3678.324,5751.705,0,3770.998,3196.323,574.674,2696.282,975.669,508.128,548.277,5561.141,621.322,640.208,5376.959,288.566,288.57,387.945,290.426,0,1023.946,0,0,6126.149,0,0,6495.007,1882.54,155.78,243.58,0,159.7,135.36,24.34,114.19,41.32,21.52,23.22,235.51,26.31,27.11,227.71,12.2,12.2,16.43,12.3,0,43.36,0,0,259.44,0,0,275.06
11881,1,1,METRO,U,2,4807.292,317.694,300.144,0,216.688,216.688,0,0,236.638,67.797,30.326,614.032,119.623,922.347,392.591,163.796,25.498,53.621,0,0,0,483.841,0,0,0,0,1051.952,16402.482,1083.971,1024.091,0,739.338,739.338,0,0,807.409,231.323,103.472,2095.076,408.154,3147.048,1339.521,558.872,86.999,182.956,0,0,0,1650.865,0,0,0,0,3589.259,725.47,47.94,45.29,0,32.7,32.7,0,0,35.71,10.23,4.58,92.66,18.05,139.19,59.25,24.72,3.85,8.09,0,0,0,73.02,0,0,0,0,158.75
11882,3,5,METRO,U,5,10411.677,31.438,3819.219,2408.354,769.988,769.988,0,0,136.955,38.613,41.99,805.496,94.858,784.905,642.792,129.601,81.082,0.526,194.006,0,16.775,0,0,0,0,0,625.763,35524.643,107.267,13031.174,8217.303,2627.199,2627.199,0,0,467.292,131.749,143.271,2748.351,323.656,2678.095,2193.206,442.199,276.652,1.796,661.948,0,57.235,0,0,0,0,0,2135.104,1180.34,3.56,432.97,273.03,87.29,87.29,0,0,15.53,4.38,4.76,91.32,10.75,88.98,72.87,14.69,9.19,0.06,21.99,0,1.9,0,0,0,0,0,70.94
11883,2,3,METRO,U,5,10372.279,0,426.688,5016.487,538.249,538.249,0,0,170.19,67.257,155.264,1575.629,123.992,963.375,573.779,114.428,84.303,139.198,20.177,0,0,0,0,0,0,0,601.992,35390.216,0,1455.861,17116.253,1836.507,1836.507,0,0,580.689,229.479,529.761,5376.048,423.062,3287.036,1957.733,390.428,287.642,474.944,68.846,0,0,0,0,0,0,0,2053.997,1238.65,0,50.95,599.07,64.28,64.28,0,0,20.32,8.03,18.54,188.16,14.81,115.05,68.52,13.64,10.05,16.62,2.41,0,0,0,0,0,0,0,71.89
11884,3,5,METRO,U,2,18365.144,6474.723,2031.063,2951.084,583.838,583.838,0,264.558,229.022,198.064,50.913,649.727,66.296,680.775,1001.297,234.161,45.959,161.636,107.668,0,321.672,0,1037.747,0,0,0,1555.06,62661.87,22091.757,6929.988,10069.099,1992.055,1992.055,0,902.671,781.424,675.795,173.715,2216.87,226.204,2322.803,3416.424,798.957,156.812,551.503,367.362,0,1097.544,0,3540.794,0,0,0,5305.865,2427.79,855.93,268.5,390.12,77.18,77.18,0,34.97,30.28,26.18,6.73,85.89,8.76,90,132.37,30.96,6.08,21.37,14.23,0,42.52,0,137.19,0,0,0,205.57
11885,2,4,METRO,C,2,3688.227,316.436,263.409,0,817.188,714.857,102.331,0,156.081,94.681,29.06,300.222,89.824,317.943,853.453,109.339,203.174,128.009,22.945,0,32.413,0,0,0,0,0,266.564,12584.23,1079.68,898.75,0,2788.245,2439.091,349.153,0,532.547,323.051,99.153,1024.356,306.478,1084.823,2911.983,373.065,693.23,436.768,78.288,0,110.593,0,0,0,0,0,909.516,584.44,50.14,41.74,0,129.49,113.28,16.22,0,24.73,15,4.6,47.57,14.23,50.38,135.24,17.24,32.04,20.28,3.64,0,5.14,0,0,0,0,0,42.24
11886,4,9,METRO,U,2,12715.967,3096.49,3029.874,3673.427,646.947,646.947,0,0,166.988,49.399,31.369,323.934,0,693.758,273.038,139.754,36.368,61.015,163.08,0,162.94,0,0,0,0,0,343.706,43386.878,10565.223,10337.929,12533.733,2207.383,2207.383,0,0,569.764,168.549,107.032,1105.264,0,2367.102,931.607,476.841,124.088,208.184,556.43,0,555.952,0,0,0,0,0,1172.726,1648.7,401.48,392.84,476.28,83.88,83.88,0,0,21.65,6.4,4.07,42,0,89.95,35.4,18.12,4.72,7.91,21.14,0,21.13,0,0,0,0,0,44.56
11887,3,6,METRO,U,3,22703,10033.882,1599.47,4398.662,2471.864,856.846,807.113,0,1114.868,47.929,0,0,0,1028.448,646.182,228.492,99.799,0,0,0,449.22,0,0,0,0,0,912.475,77462,34235.605,5457.392,15008.235,8434,2923.559,2753.87,0,3803.93,163.534,0,0,0,3509.065,2204.773,779.615,340.514,0,0,0,1532.739,0,0,0,0,0,3113.365,2494,1102.26,175.71,483.21,271.54,94.13,88.66,0,122.47,5.27,0,0,0,112.98,70.99,25.1,10.96,0,0,0,49.35,0,0,0,0,0,100.24
11888,3,5,MICRO,R,2,13028.935,4880.971,1911.766,1786.894,949.694,949.694,0,768.91,280.832,140.716,16.409,172.701,0,1191.266,301.912,207.831,59.509,91.786,102.201,0,62.297,0,0,0,0,0,370.58,44454.728,16653.873,6522.947,6096.883,3240.356,3240.356,0,2623.521,958.199,480.124,55.989,589.257,0,4064.599,1030.122,709.119,203.045,313.175,348.708,0,212.557,0,0,0,0,0,1264.419,1445.11,541.38,212.04,198.19,105.34,105.34,0,85.28,31.15,15.61,1.82,19.16,0,132.13,33.49,23.05,6.6,10.18,11.34,0,6.91,0,0,0,0,0,41.1
11889,1,2,METRO,U,2,6518.439,0,702.529,0,1140.821,482.485,658.335,0,343.453,143.738,47.357,605.138,119.654,831.222,1071.053,243.414,51.52,162.72,38.482,0,51.964,0,473.093,0,0,0,787.213,22240.914,0,2397.03,0,3892.481,1646.24,2246.24,0,1171.863,490.433,161.583,2064.73,408.26,2836.13,3654.434,830.529,175.786,555.2,131.301,0,177.3,0,1614.195,0,0,0,2685.972,1023.1,0,110.27,0,179.06,75.73,103.33,0,53.91,22.56,7.43,94.98,18.78,130.46,168.11,38.2,8.09,25.54,6.04,0,8.16,0,74.25,0,0,0,123.56
11890,4,10,MICRO,R,2,6345.782,0,0,0,758.16,758.16,0,0,34.663,102.115,15.161,175.674,0,551.642,284.489,174.143,0,104.369,0,0,0,0,0,0,0,0,4319.509,21651.807,0,0,0,2586.844,2586.844,0,0,118.271,348.416,51.728,599.4,0,1882.201,970.675,594.176,0,356.107,0,0,0,0,0,0,0,0,14738.166,587.16,0,0,0,70.15,70.15,0,0,3.21,9.45,1.4,16.25,0,51.04,26.32,16.11,0,9.66,0,0,0,0,0,0,0,0,399.67
11891,2,4,METRO,U,5,3726.41,80.002,202.722,0,215.947,215.947,0,0,86.831,0,0,0,50.309,360.916,39.897,13.199,0,25.549,9.222,0,0,0,0,0,0,0,2655.014,12714.511,272.966,691.688,0,736.812,736.812,0,0,296.268,0,0,0,171.656,1231.446,136.127,45.035,0,87.174,31.465,0,0,0,0,0,0,0,9058.909,368.09,7.9,20.02,0,21.33,21.33,0,0,8.58,0,0,0,4.97,35.65,3.94,1.3,0,2.52,0.91,0,0,0,0,0,0,0,262.26
11892,4,10,MICRO,R,2,20794.957,6651.994,302.099,3651.568,1632.784,956.917,675.866,1693.803,250.982,100.446,66.379,676.577,214.884,2928.847,1065.957,545.832,52.854,135.334,17.9,0,463.346,0,0,0,0,0,942.059,70952.392,22696.602,1030.761,12459.151,5571.058,3265.001,2306.056,5779.256,856.349,342.723,226.484,2308.48,733.184,9993.227,3637.046,1862.379,180.338,461.758,61.074,0,1580.935,0,0,0,0,0,3214.304,1373.07,439.22,19.95,241.11,107.81,63.18,44.63,111.84,16.57,6.63,4.38,44.67,14.19,193.39,70.38,36.04,3.49,8.94,1.18,0,30.59,0,0,0,0,0,62.2
