DOEID,REGIONC,DIVISION,METROMICRO,UATYP10,TYPEHUQ,KWH,KWHSPH,KWHCOL,KWHWTH,KWHRFG,KWHRFG1,KWHRFG2,KWHFRZ,KWHCOK,KWHMICRO,KWHCW,KWHCDR,KWHDWH,KWHLGT,KWHTVREL,KWHTV1,KWHTV2,KWHAHUHEAT,KWHAHUCOL,KWHEVAPCOL,KWHCFAN,KWHDHUM,KWHHUM,KWHPLPMP,KWHHTBPMP,KWHHTBHEAT,KWHNEC,BTUEL,BTUELSPH,BTUELCOL,BTUELWTH,BTUELRFG,BTUELRFG1,BTUELRFG2,BTUELFRZ,BTUELCOK,BTUELMICRO,BTUELCW,BTUELCDR,BTUELDWH,BTUELLGT,BTUELTVREL,BTUELTV1,BTUELTV2,BTUELAHUHEAT,BTUELAHUCOL,BTUELEVAPCOL,BTUELCFAN,BTUELDHUM,BTUELHUM,BTUELPLPMP,BTUELHTBPMP,BTUELHTBHEAT,BTUELNEC,DOLLAREL,DOLELSPH,DOLELCOL,DOLELWTH,DOLELRFG,DOLELRFG1,DOLELRFG2,DOLELFRZ,DOLELCOK,DOLELMICRO,DOLELCW,DOLELCDR,DOLELDWH,DOLELLGT,DOLELTVREL,DOLELTV1,DOLELTV2,DOLELAHUHEAT,DOLELAHUCOL,DOLELEVAPCOL,DOLELCFAN,DOLELDHUM,DOLELHUM,DOLELPLPMP,DOLELHTBPMP,DOLELHTBHEAT,DOLELNEC
10001,4,10,METRO,U,2,5270.742,0,1991.505,0,422.951,422.951,0,272.055,0,100.304,24.93,506.178,185.124,409.651,261.761,115.22,20.904,133.102,101.854,0,348.59,0,0,0,0,0,512.736,17983.771,0,6795.016,0,1443.108,1443.108,0,928.253,0,342.236,85.063,1727.078,631.643,1397.731,893.129,393.131,71.324,454.143,347.526,0,1189.388,0,0,0,0,0,1749.457,967.23,0,365.46,0,77.62,77.62,0,49.92,0,18.41,4.57,92.89,33.97,75.18,48.04,21.07,3.82,24.43,18.69,0,63.97,0,0,0,0,0,94.09
10002,3,7,NONE,R,2,12173,3390.979,2223.717,2089.679,752.709,752.709,0,270.167,295.082,197.841,0,0,0,1109.597,445.243,303.136,20.802,0,0,0,418.69,0,44.696,0,0,0,934.599,41534,11570.02,7587.322,7129.985,2568.243,2568.243,0,921.81,1006.82,675.033,0,0,0,3785.945,1519.169,1034.3,70.976,0,0,0,1428.57,0,152.503,0,0,0,3188.852,1366,380.52,249.54,234.49,84.47,84.47,0,30.32,33.11,22.2,0,0,0,124.51,49.96,34.02,2.33,0,0,0,46.98,0,5.02,0,0,0,104.88
10003,3,6,METRO,U,2,19655.394,3651.818,6837.336,0,1465.044,1093.21,371.834,0,1362.857,145.729,26.326,533.326,224.07,917.391,1857.856,297.742,114.187,200.526,264.038,0,1127.715,0,0,0,0,0,1041.363,67064.204,12460.003,23328.992,0,4998.729,3730.031,1268.698,0,4650.068,497.226,89.824,1819.709,764.525,3130.138,6339.003,1015.896,389.606,684.194,900.897,0,3847.765,0,0,0,0,0,3553.13,2428.08,451.12,844.63,0,180.98,135.05,45.93,0,168.36,18,3.25,65.88,27.68,113.33,229.51,36.78,14.11,24.77,32.62,0,139.31,0,0,0,0,0,128.64
10004,2,4,MICRO,C,2,9852.535,1412.232,3534.948,0,639.98,436.886,203.094,483.588,112.72,0,38.956,498.861,0,484.534,480.339,65.107,15.047,499.514,196.457,0,912.032,0,0,0,0,0,558.375,33616.851,4818.534,12061.243,0,2183.613,1490.655,692.958,1650.001,384.6,0,132.916,1702.112,0,1653.232,1638.915,222.145,51.34,1704.342,670.313,0,3111.853,0,0,0,0,0,1905.175,1313.12,188.22,471.13,0,85.29,58.23,27.07,64.45,15.02,0,5.19,66.49,0,64.58,64.02,8.68,2.01,66.57,26.18,0,121.55,0,0,0,0,0,74.42
10005,1,2,METRO,U,2,3115.655,0,332.701,0,311.469,270.185,41.284,0,0,56.869,28.387,293.78,0,604.038,358.968,50.996,81.677,104.54,15.978,0,99.024,156.175,0,0,0,0,753.726,10630.615,0,1135.176,0,1062.732,921.87,140.862,0,0,194.038,96.856,1002.376,0,2060.978,1224.799,173.998,278.682,356.691,54.517,0,337.87,532.87,0,0,0,0,2571.711,581.07,0,62.05,0,58.09,50.39,7.7,0,0,10.61,5.29,54.79,0,112.65,66.95,9.51,15.23,19.5,2.98,0,18.47,29.13,0,0,0,0,140.57
10006,1,1,NONE,C,5,2777,0,157.203,0,227.265,227.265,0,0,317.748,30.898,0,0,0,263.456,676.78,117.668,0,65.208,0,0,0,0,0,0,0,0,1038.441,9475,0,536.377,0,775.428,775.428,0,0,1084.156,105.424,0,0,0,898.912,2309.173,401.483,0,222.49,0,0,0,0,0,0,0,0,3543.161,494,0,27.96,0,40.43,40.43,0,0,56.52,5.5,0,0,0,46.87,120.39,20.93,0,11.6,0,0,0,0,0,0,0,0,184.73
10007,3,5,METRO,U,4,2397.758,0,934.817,0,469.29,469.29,0,0,117.6,96.819,15.823,0,0,172.427,264.259,36.174,0,24.613,45.123,0,25.584,0,0,0,0,0,231.401,8181.149,0,3189.596,0,1601.216,1601.216,0,0,401.253,330.348,53.989,0,0,588.322,901.652,123.426,0,83.981,153.961,0,87.293,0,0,0,0,0,789.539,371.61,0,144.88,0,72.73,72.73,0,0,18.23,15.01,2.45,0,0,26.72,40.96,5.61,0,3.81,6.99,0,3.97,0,0,0,0,0,35.86
10008,2,3,METRO,R,2,13890.899,0,676.65,0,1032.569,1032.569,0,487.699,527.72,547.651,72.458,738.751,133.558,215.597,713.783,324.761,16.201,465.659,0,0,630.98,2575.806,0,0,0,0,5072.016,47395.746,0,2308.731,0,3523.125,3523.125,0,1664.029,1800.581,1868.585,247.227,2520.619,455.701,735.618,2435.429,1108.085,55.278,1588.829,0,0,2152.904,8788.649,0,0,0,0,17305.718,1737.17,0,84.62,0,129.13,129.13,0,60.99,66,68.49,9.06,92.39,16.7,26.96,89.26,40.56,2.02,58.23,0,0,78.91,322.13,0,0,0,0,634.3
10009,1,2,METRO,U,2,10422.424,0,804.897,3335.301,1241.351,483.232,758.119,262.156,230.676,117.623,15.296,313.609,150.466,955.39,1550.73,372.146,108.726,225.954,41.062,0,284.833,0,0,0,0,0,893.079,35561.312,0,2746.309,11380.048,4235.489,1648.789,2586.701,894.478,787.067,401.328,52.191,1070.033,513.39,3259.791,5291.091,1269.762,370.973,770.955,140.105,0,971.85,0,0,0,0,0,3047.186,1531.91,0,118.31,490.23,182.46,71.03,111.43,38.53,33.91,17.29,2.25,46.09,22.12,140.43,227.93,54.7,15.98,33.21,6.04,0,41.87,0,0,0,0,0,131.27
10010,3,7,METRO,U,2,18505.802,2570.243,3102.518,3164.641,750.257,750.257,0,0,303.823,145.645,236.66,2996.609,536.387,2340.238,1149.311,189.129,68.834,37.881,150.168,0,235.539,0,0,0,0,0,785.883,63141.798,8769.67,10585.792,10797.754,2559.876,2559.876,0,0,1036.644,496.941,807.483,10224.429,1830.152,7984.893,3921.45,645.308,234.862,129.248,512.373,0,803.66,0,0,0,0,0,2681.434,1973.72,274.13,330.9,337.52,80.02,80.02,0,0,32.4,15.53,25.24,319.6,57.21,249.6,122.58,20.15,7.33,4.04,16.02,0,25.12,0,0,0,0,0,83.82
10011,1,1,METRO,U,2,2469.205,0,78.867,382.74,429.206,209.4,219.806,0,167.465,71.346,19.66,131.154,0,230.658,411.969,245.559,91.925,37.562,0,0,11.191,0,0,0,0,0,497.387,8424.926,0,269.094,1305.911,1464.45,714.472,749.978,0,571.391,243.434,67.08,447.497,0,787.006,1405.637,837.847,313.648,128.161,0,0,38.184,0,0,0,0,0,1697.083,568.07,0,18.14,88.05,98.74,48.17,50.57,0,38.53,16.41,4.52,30.17,0,53.07,94.78,56.08,20.99,8.64,0,0,2.57,0,0,0,0,0,114.43
10012,2,4,METRO,U,2,11065.529,8749.965,0,0,540.39,540.39,0,0,0,39.683,15.977,0,0,561.229,196.694,84.437,84.437,118.872,0,0,31.065,0,0,0,0,0,811.654,37755.586,29854.88,0,0,1843.812,1843.812,0,0,0,135.399,54.513,0,0,1914.914,671.12,288.099,288.099,405.59,0,0,105.995,0,0,0,0,0,2769.363,1034.54,818.05,0,0,50.52,50.52,0,0,0,3.71,1.49,0,0,52.47,18.39,7.89,7.89,11.11,0,0,2.9,0,0,0,0,0,75.88
10013,3,6,METRO,C,2,14766.758,3822.384,3071.534,1330.532,1786.841,728.342,1058.499,0,557.074,250.454,74.263,831.768,67.125,1016.63,598.211,110.82,178.613,68.729,163.963,0,60.773,0,0,0,0,0,1066.477,50384.179,13041.975,10480.076,4539.776,6096.702,2485.103,3611.6,0,1900.735,854.548,253.386,2837.993,229.03,3468.741,2041.095,378.118,609.428,234.503,559.442,0,207.358,0,0,0,0,0,3638.82,1844.84,477.54,383.73,166.23,223.23,90.99,132.24,0,69.6,31.29,9.28,103.91,8.39,127.01,74.74,13.84,22.31,8.59,20.48,0,7.59,0,0,0,0,0,133.24
10014,2,3,METRO,U,5,6750.579,4383.823,251.143,0,521.616,521.616,0,0,205.454,38.6,0,0,0,149.368,329.181,69.087,14.566,0,0,0,0,0,88.28,0,0,0,783.114,23032.974,14957.604,856.899,0,1779.754,1779.754,0,0,701.008,131.705,0,0,0,509.643,1123.165,235.725,49.699,0,0,0,0,0,301.212,0,0,0,2671.985,969.8,629.79,36.08,0,74.94,74.94,0,0,29.52,5.55,0,0,0,21.46,47.29,9.9,2.09,0,0,0,0,0,12.68,0,0,0,112.5
10015,4,8,METRO,U,2,16585.761,2076.627,1629.932,0,1098.234,776.209,322.025,525.526,331.174,104.588,27.361,553.416,230.93,3028.328,1192.141,243.164,118.576,676.944,97.007,0,438.045,0,0,0,0,0,4575.507,56590.618,7085.453,5561.327,0,3747.175,2648.425,1098.75,1793.094,1129.967,356.855,93.356,1888.255,787.932,10332.656,4067.586,829.676,404.581,2309.732,330.989,0,1494.611,0,0,0,0,0,15611.629,2037,255.04,200.18,0,134.88,95.33,39.55,64.54,40.67,12.85,3.36,67.97,28.36,371.93,146.41,29.83,14.55,83.14,11.91,0,53.8,0,0,0,0,0,561.95
10016,3,7,METRO,U,5,20554.014,1974.139,2446.285,7854.137,549.141,549.141,0,0,348.325,207.759,143.516,1811.735,351.993,2872.541,798.672,193.324,53.367,33.681,123.119,0,346.653,0,0,0,0,0,692.319,70130.297,6735.761,8346.723,26798.316,1873.67,1873.67,0,0,1188.484,708.872,489.676,6181.64,1201,9801.11,2725.07,659.621,182.088,114.92,420.081,0,1182.781,0,0,0,0,0,2362.193,1886.68,181.21,224.55,720.94,50.41,50.41,0,0,31.97,19.07,13.17,166.3,32.31,263.67,73.31,17.73,4.89,3.09,11.3,0,31.82,0,0,0,0,0,63.55
10017,3,5,METRO,U,1,11924,0,1290.537,4211.551,597.906,597.906,0,301.819,0,127.545,73.211,930.252,0,644.153,2023.868,570.574,54.725,58.162,45.096,0,773.005,0,0,0,0,0,846.896,40685,0,4403.312,14369.812,2040.055,2040.055,0,1029.806,0,435.184,249.796,3174.02,0,2197.85,6905.438,1946.798,186.722,198.449,153.868,0,2637.493,0,0,0,0,0,2889.609,1562,0,169.06,551.7,78.32,78.32,0,39.54,0,16.71,9.59,121.86,0,84.38,265.12,74.74,7.17,7.62,5.91,0,101.26,0,0,0,0,0,110.94
10018,1,2,METRO,U,4,2297.369,0,0,0,1039.714,521.864,517.851,0,0,42.923,22.085,230.065,25.422,130.61,259.976,54.534,75.929,65.534,0,0,33.818,0,0,0,0,0,447.219,7838.623,0,0,0,3547.506,1780.6,1766.906,0,0,146.453,75.356,784.983,86.741,445.642,887.039,186.07,259.07,223.603,0,0,115.389,0,0,0,0,0,1525.913,493.79,0,0,0,223.47,112.17,111.31,0,0,9.23,4.75,49.45,5.46,28.07,55.88,11.63,16.19,14.09,0,0,7.27,0,0,0,0,0,96.12
10019,4,10,METRO,U,2,4732.068,72.841,254.968,0,1341.458,766.178,575.28,253.048,452.64,27.347,25.195,514.246,177.467,507.162,301.929,156.716,0,58.03,12.955,0,0,0,0,0,0,0,732.781,16145.815,248.534,869.949,0,4577.054,2614.201,1962.854,863.401,1544.406,93.307,85.965,1754.607,605.519,1730.438,1030.182,534.715,0,197.999,44.203,0,0,0,0,0,0,0,2500.249,638.81,9.83,34.42,0,181.09,103.43,77.66,34.16,61.1,3.69,3.4,69.42,23.96,68.46,40.76,21.08,0,7.83,1.75,0,0,0,0,0,0,0,98.92
10020,3,5,METRO,R,2,8973.455,0,1920.542,0,759.55,578.254,181.296,291.332,315.055,69.664,48.394,495.562,0,3445.489,561.996,298.114,14.997,0,0,0,31.688,0,138.552,0,0,0,895.63,30617.427,0,6552.888,0,2591.585,1973.003,618.582,994.024,1074.968,237.694,165.122,1690.857,0,11756.009,1917.531,1017.165,51.17,0,0,0,108.12,0,472.74,0,0,0,3055.888,1299.88,0,278.21,0,110.03,83.76,26.26,42.2,45.64,10.09,7.01,71.79,0,499.11,81.41,43.1,2.17,0,0,0,4.59,0,20.07,0,0,0,129.74
10021,4,10,METRO,U,2,3677.314,90.242,0,0,587.053,587.053,0,0,0,143.391,29.858,308.488,63.615,581.805,814.384,303.558,51.318,0,0,0,330.135,0,0,0,0,0,728.343,12546.996,307.905,0,0,2003.025,2003.025,0,0,0,489.25,101.874,1052.56,217.056,1985.118,2778.68,1035.74,175.097,0,0,0,1126.422,0,0,0,0,0,2485.107,652.99,16.02,0,0,104.24,104.24,0,0,0,25.46,5.3,54.78,11.3,103.31,144.61,53.64,9.07,0,0,0,58.62,0,0,0,0,0,129.33
10022,3,5,METRO,U,3,16276.03,0,2176.165,0,500.326,485.412,14.913,326.871,0,198,41.675,884.305,0,1212.139,984.876,320.637,112.763,275.846,0,0,103.957,0,0,0,0,0,9571.87,55533.815,0,7425.076,0,1707.111,1656.227,50.884,1115.283,0,675.578,142.195,3017.249,0,4135.819,3360.396,1094.013,384.747,941.185,0,0,354.703,0,0,0,0,0,32659.221,1353.22,0,180.93,0,41.6,40.36,1.24,27.18,0,16.46,3.46,73.52,0,100.78,81.88,26.66,9.38,22.93,0,0,8.64,0,0,0,0,0,795.82
10023,2,3,METRO,U,2,5523.941,0,671.879,0,546.976,294.121,252.855,874.385,0,39.453,63.118,0,94.314,396.827,758.935,187.795,52.058,484.386,32.803,0,400.952,0,288.502,0,0,0,871.411,18847.687,0,2292.451,0,1866.283,1003.542,862.741,2983.401,0,134.615,215.358,0,321.798,1353.972,2589.485,640.757,177.622,1652.726,111.925,0,1368.049,0,984.369,0,0,0,2973.254,775.36,0,94.31,0,76.78,41.28,35.49,122.73,0,5.54,8.86,0,13.24,55.7,106.53,26.36,7.31,67.99,4.6,0,56.28,0,40.5,0,0,0,122.31
10024,3,5,METRO,U,5,7794,2908.483,881.225,1662.384,571.684,571.684,0,0,483.586,145.393,17.058,331.33,62.77,120.953,154.605,140.025,14.58,52.665,44.045,0,0,0,0,0,0,0,357.817,26594,9923.744,3006.74,5672.054,1950.586,1950.586,0,0,1649.995,496.081,58.202,1130.498,214.171,412.692,527.512,477.765,49.747,179.693,150.282,0,0,0,0,0,0,0,1220.872,909,339.21,102.78,193.88,66.67,66.67,0,0,56.4,16.96,1.99,38.64,7.32,14.11,18.03,16.33,1.7,6.14,5.14,0,0,0,0,0,0,0,41.73
10025,2,3,METRO,U,2,10495.739,0,691.106,0,752.613,752.613,0,238.172,311.594,138.172,111.608,2240.965,209.089,4193.475,188.422,149.728,0,398.821,39.346,0,0,0,0,0,0,0,982.356,35811.463,0,2358.055,0,2567.914,2567.914,0,812.642,1063.158,471.445,380.807,7646.173,713.411,14308.135,642.897,510.872,0,1360.777,134.249,0,0,0,0,0,0,0,3351.8,1589.41,0,104.66,0,113.97,113.97,0,36.07,47.19,20.92,16.9,339.36,31.66,635.03,28.53,22.64,0,60.39,5.96,0,0,0,0,0,0,0,148.76
10026,1,2,METRO,U,3,11845.598,5938.061,1023.102,1695.409,462.688,462.688,0,0,184.027,66.51,31.876,645.01,0,574.866,314.172,52.55,30.141,105.019,50.471,0,0,0,307.144,0,0,0,447.243,40417.181,20260.666,3490.825,5784.734,1578.691,1578.691,0,0,627.9,226.933,108.76,2200.774,0,1961.444,1071.954,179.301,102.841,358.325,172.206,0,0,0,1047.976,0,0,0,1525.992,2117.68,1061.57,182.9,303.09,82.72,82.72,0,0,32.9,11.89,5.7,115.31,0,102.77,56.17,9.38,5.38,18.77,9.02,0,0,0,54.91,0,0,0,79.96
10027,3,5,METRO,U,2,10648.085,0,3605.268,0,296.546,296.546,0,597.916,247.272,50.406,53.475,681.762,102.541,1687.824,754.681,306.997,102.981,650.29,168.932,0,0,0,394.991,0,0,0,1356.183,36331.266,0,12301.174,0,1011.815,1011.815,0,2040.088,843.691,171.986,182.456,2326.171,349.87,5758.854,2574.971,1047.474,351.371,2218.791,576.396,0,0,0,1347.708,0,0,0,4627.295,1492.81,0,505.44,0,41.57,41.57,0,83.82,34.67,7.07,7.5,95.58,14.38,236.62,105.8,42.97,14.41,91.17,23.68,0,0,0,55.38,0,0,0,190.13
10028,3,5,METRO,R,2,14263.18,6418.773,1462.252,2616.781,1350.958,1350.958,0,0,89.221,69.238,31.726,327.414,0,611.85,795.378,302.976,302.976,0,0,0,30.697,0,0,0,0,0,458.891,48665.97,21900.855,4989.204,8928.455,4609.47,4609.47,0,0,304.421,236.241,108.249,1117.137,0,2087.634,2713.831,1033.754,1033.754,0,0,0,104.737,0,0,0,0,0,1565.736,1887.48,849.41,193.5,346.28,178.78,178.78,0,0,11.81,9.16,4.2,43.33,0,80.97,105.25,40.04,40.04,0,0,0,4.06,0,0,0,0,0,60.73
10029,3,5,METRO,U,2,12714.271,0,7125.984,742.513,802.344,802.344,0,0,0,69.602,48.289,494.608,176.138,1187.186,580.224,175.018,78.416,96.875,397.915,0,185.782,0,0,0,0,0,806.813,43381.094,0,24313.856,2533.453,2737.598,2737.598,0,0,0,237.483,164.763,1687.603,600.982,4050.677,1979.724,597.161,267.555,330.536,1357.685,0,633.887,0,0,0,0,0,2752.847,1924.93,0,1078.87,112.42,121.47,121.47,0,0,0,10.54,7.31,74.88,26.67,179.74,87.85,26.5,11.87,14.67,60.24,0,28.13,0,0,0,0,0,122.15
10030,1,2,METRO,C,2,12340.971,0,500.429,1308.544,3245.678,515.532,832.21,949.407,216.017,37.634,40.8,421.21,60.753,1158.792,278.855,187.693,0,245.795,30.046,0,280.574,1677.808,292.665,767.889,0,0,828.074,42107.392,0,1707.463,4464.753,11074.252,1758.995,2839.5,3239.378,737.048,128.409,139.209,1437.169,207.29,3953.798,951.454,640.409,0,838.653,102.517,0,957.317,5724.682,998.574,2620.037,0,0,2825.388,1507.29,0,61.12,159.82,396.42,62.97,101.64,115.96,26.38,4.6,4.98,51.45,7.42,141.53,34.06,22.92,0,30.02,3.67,0,34.27,204.92,35.75,93.79,0,0,101.14
10031,4,9,METRO,U,2,13160.886,219.479,9368.983,0,937.612,937.612,0,0,89.565,99.209,64.096,654.333,37.596,91.62,254.657,178.15,52.634,93.37,593.66,0,92.562,0,0,0,0,0,564.144,44904.945,748.861,31966.971,0,3199.133,3199.133,0,0,305.594,338.501,218.696,2232.585,128.278,312.608,868.891,607.848,179.587,318.578,2025.568,0,315.82,0,0,0,0,0,1924.86,1805.28,30.11,1285.15,0,128.61,128.61,0,0,12.29,13.61,8.79,89.76,5.16,12.57,34.93,24.4,7.21,12.81,81.43,0,12.7,0,0,0,0,0,77.38
10032,3,7,METRO,U,2,9212.142,0,5180.609,0,697.711,697.711,0,452.657,67.178,99.024,111.633,0,0,1209.775,400.773,303.427,0,109.125,275.387,0,50.957,0,0,0,0,0,557.311,31431.827,0,17676.237,0,2380.591,2380.591,0,1544.465,229.213,337.871,380.892,0,0,4127.752,1367.439,1035.293,0,372.336,939.62,0,173.866,0,0,0,0,0,1901.547,1014.14,0,570.32,0,76.81,76.81,0,49.83,7.4,10.9,12.29,0,0,133.18,44.12,33.34,0,12.01,30.32,0,5.61,0,0,0,0,0,61.35
10033,1,2,METRO,U,5,4267.968,1935.461,0,0,286.205,286.205,0,261.62,88.309,67.328,0,0,0,134.555,558.754,173.597,14.899,0,0,0,0,0,0,0,0,0,935.735,14562.306,6603.793,0,0,976.533,976.533,0,892.649,301.311,229.722,0,0,0,459.103,1906.468,592.313,50.835,0,0,0,0,0,0,0,0,0,3192.728,723.85,328.26,0,0,48.54,48.54,0,44.37,14.98,11.42,0,0,0,22.82,94.76,29.32,2.52,0,0,0,0,0,0,0,0,0,158.7
10034,1,2,METRO,U,5,8204,2463.465,520.707,1924.983,541.268,541.268,0,0,71.205,97.239,81.277,663.425,125.042,1047.478,397.364,178.311,0,41.721,23.944,0,0,0,0,0,0,0,204.884,27993,8405.343,1776.652,6568.042,1846.806,1846.806,0,0,242.951,331.779,277.317,2263.606,426.643,3573.995,1355.806,608.397,0,142.352,81.697,0,0,0,0,0,0,0,699.064,1268,380.75,80.48,297.52,83.66,83.66,0,0,11.01,15.03,12.56,102.54,19.33,161.9,61.42,27.56,0,6.45,3.7,0,0,0,0,0,0,0,31.67
10035,3,5,METRO,U,3,14131.819,7300.783,2031.416,1534.858,628.419,628.419,0,0,86.612,95.559,12.823,168.885,37.625,511.58,221.771,84.465,0,0,99.992,0,537.791,0,0,0,0,0,863.705,48217.765,24910.271,6931.192,5236.935,2144.167,2144.167,0,0,295.521,326.047,43.753,576.234,128.376,1745.511,756.684,288.195,0,0,341.172,0,1834.942,0,0,0,0,0,2946.962,1695.58,875.97,243.74,184.16,75.4,75.4,0,0,10.39,11.47,1.54,20.26,4.51,61.38,26.61,10.13,0,0,12,0,64.53,0,0,0,0,0,103.63
10036,1,2,METRO,U,3,2982.857,0,717.222,591.993,425.535,425.535,0,0,0,84.565,43.878,0,0,183.06,563.905,219.154,132.951,21.211,0,0,55.743,0,0,0,0,0,295.745,10177.509,0,2447.16,2019.879,1451.924,1451.924,0,0,0,288.536,149.713,0,0,624.601,1924.044,747.753,453.629,72.372,0,0,190.196,0,0,0,0,0,1009.082,525.49,0,126.35,104.29,74.97,74.97,0,0,0,14.9,7.73,0,0,32.25,99.34,38.61,23.42,3.74,0,0,9.82,0,0,0,0,0,52.1
10037,3,6,METRO,U,2,18036.833,4731.504,0,5057.667,2697.044,888.603,901.53,242.626,385.532,154.605,163.965,1660.446,0,1481.187,586.814,111.504,70.643,87.931,0,0,337.465,0,0,0,0,0,450.047,61541.675,16143.893,0,17256.76,9202.312,3031.915,3076.02,827.84,1315.436,527.513,559.448,5665.443,0,5053.81,2002.209,380.452,241.034,300.02,0,0,1151.432,0,0,0,0,0,1535.559,2281.96,598.61,0,639.88,341.22,112.42,114.06,30.7,48.78,19.56,20.74,210.07,0,187.4,74.24,14.11,8.94,11.12,0,0,42.7,0,0,0,0,0,56.94
10038,3,6,NONE,R,2,8658.848,0,2856.564,0,442.779,442.779,0,676.958,274.374,59.574,64.046,815.474,156.889,1154.18,1123.687,496.506,278.186,170.579,145.535,0,320.314,0,0,0,0,0,397.896,29543.988,0,9746.596,0,1510.763,1510.763,0,2309.779,936.165,203.266,218.523,2782.396,535.305,3938.061,3834.02,1694.078,949.171,582.017,496.566,0,1092.911,0,0,0,0,0,1357.62,1012.8,0,334.12,0,51.79,51.79,0,79.18,32.09,6.97,7.49,95.38,18.35,135,131.43,58.07,32.54,19.95,17.02,0,37.47,0,0,0,0,0,46.54
10039,4,8,METRO,R,2,5477,0,0,0,610.833,610.833,0,0,0,0,88.737,1131.196,0,1142.558,466.763,72.791,15.271,0,0,0,463.353,0,0,0,0,0,1573.563,18689,0,0,0,2084.162,2084.162,0,0,0,0,302.771,3859.641,0,3898.408,1592.595,248.363,52.105,0,0,0,1580.96,0,0,0,0,0,5368.997,468,0,0,0,52.19,52.19,0,0,0,0,7.58,96.66,0,97.63,39.88,6.22,1.3,0,0,0,39.59,0,0,0,0,0,134.46
10040,3,5,METRO,U,2,22015,10220.222,1202.378,4239.052,592.362,592.362,0,0,236.588,69.724,81.442,829.11,0,1228.758,2785.725,661.218,489.716,144.077,0,0,0,0,0,0,0,0,385.559,75114,34871.397,4102.514,14463.645,2021.139,2021.139,0,0,807.238,237.898,277.88,2828.923,0,4192.522,9504.894,2256.076,1670.911,491.591,0,0,0,0,0,0,0,0,1315.527,2439,1132.28,133.21,469.64,65.63,65.63,0,0,26.21,7.72,9.02,91.86,0,136.13,308.63,73.26,54.25,15.96,0,0,0,0,0,0,0,0,42.72
10041,2,4,METRO,U,2,18936.824,6211.839,4315.62,0,1393.3,1063.814,329.487,0,328.477,200.171,81.441,829.163,0,2705.609,1174.825,160.488,52.796,474.46,239.428,0,187.196,0,0,0,0,0,795.294,64612.442,21194.795,14724.895,0,4753.94,3629.732,1124.208,0,1120.764,682.984,277.876,2829.104,0,9231.537,4008.504,547.585,180.14,1618.859,816.928,0,638.713,0,0,0,0,0,2713.543,2018.35,662.08,459.97,0,148.5,113.38,35.12,0,35.01,21.33,8.68,88.37,0,288.37,125.22,17.11,5.63,50.57,25.52,0,19.95,0,0,0,0,0,84.77
10042,2,4,METRO,U,2,15903.73,0,3247.986,0,428.147,428.147,0,253.314,166.269,72.037,42.008,536.753,70.456,2032.792,117.766,52.983,0,411.103,145.128,0,21.212,1311.486,275.719,1139.639,0,0,5631.915,54263.527,0,11082.127,0,1460.836,1460.836,0,864.306,567.309,245.791,143.332,1831.402,240.396,6935.888,401.819,180.778,0,1402.684,495.176,0,72.375,4474.789,940.753,3888.448,0,0,19216.094,1560.79,0,318.76,0,42.02,42.02,0,24.86,16.32,7.07,4.12,52.68,6.91,199.5,11.56,5.19,0,40.35,14.24,0,2.08,128.71,27.06,111.84,0,0,552.72
10043,4,10,METRO,U,2,9687.156,0,3064.245,0,1130.346,610.517,519.83,0,222.211,73.311,35.245,0,35.734,1879.965,570.617,119.681,0,211.539,146.916,0,280.903,0,0,0,0,0,2036.123,33052.575,0,10455.204,0,3856.742,2083.083,1773.659,0,758.186,250.137,120.257,0,121.924,6414.44,1946.944,408.352,0,721.772,501.279,0,958.441,0,0,0,0,0,6947.25,1318.31,0,417.01,0,153.83,83.08,70.74,0,30.24,9.98,4.8,0,4.86,255.84,77.65,16.26,0,28.79,19.99,0,38.23,0,0,0,0,0,277.09
10044,1,1,METRO,U,5,5730.847,957.467,186.603,2098.284,438.973,438.973,0,0,235.181,67.024,0,0,93.85,519.727,465.461,264.723,0,18.73,8.152,0,0,0,0,0,0,0,641.393,19553.648,3266.876,636.69,7159.345,1497.777,1497.777,0,0,802.439,228.687,0,0,320.217,1773.309,1588.153,903.235,0,63.908,27.814,0,0,0,0,0,0,0,2188.434,1202.6,200.92,39.16,440.32,92.12,92.12,0,0,49.35,14.06,0,0,19.69,109.06,97.68,55.55,0,3.93,1.71,0,0,0,0,0,0,0,134.59
10045,4,10,METRO,U,2,8934.666,677.428,0,0,1940.455,1126.853,813.602,0,127.614,73.105,49.883,561.406,0,931.942,803.363,177.53,15.214,199.494,0,0,33.842,0,0,0,0,0,3536.134,30485.081,2311.384,0,0,6620.832,3844.823,2776.009,0,435.421,249.436,170.2,1915.516,0,3179.788,2741.074,605.732,51.91,680.674,0,0,115.469,0,0,0,0,0,12065.289,2198.83,166.72,0,0,477.55,277.32,200.23,0,31.41,17.99,12.28,138.16,0,229.35,197.71,43.6,3.74,49.1,0,0,8.33,0,0,0,0,0,870.25
